Gene,Score
GENE_3884,0.220252
GENE_3885,0.381198
GENE_3886,0.282079
GENE_3887,0.269405
GENE_3888,0.122994
GENE_3890,0.278696
GENE_3891,0.166805
GENE_3893,0.186172
GENE_3894,0.168462
GENE_3895,0.143377
GENE_3897,0.462477
GENE_3898,0.383134
GENE_3899,0.442037
GENE_3900,0.12771
GENE_3901,0.257125
GENE_3902,0.120649
GENE_3903,0.180431
GENE_3904,0.158187
GENE_3905,0.373958
GENE_3906,0.210377
GENE_3907,0.356838
GENE_3908,0.310412
GENE_3909,0.480364
GENE_3910,0.102056
GENE_3912,0.375923
GENE_3913,0.364644
GENE_3914,0.152662
GENE_3916,0.350713
GENE_3917,0.283614
GENE_3918,0.227252
GENE_3919,0.167606
GENE_3920,0.178089
GENE_3921,0.454981
GENE_3923,0.250068
GENE_3925,0.328213
GENE_3927,0.17091
GENE_3928,0.172015
GENE_3929,0.508198
GENE_3930,0.115042
GENE_3931,0.208479
GENE_3932,0.403403
GENE_3933,0.261137
GENE_3934,0.232091
GENE_3935,0.289582
GENE_3936,0.319286
GENE_3937,0.323464
GENE_3938,0.15142
GENE_3939,0.221584
GENE_3940,0.369476
GENE_3941,0.339465
GENE_3942,0.112714
GENE_3943,0.285148
GENE_3944,0.052177
GENE_3945,0.254693
GENE_3946,0.439777
GENE_3947,0.155211
GENE_3948,0.166568
GENE_3949,0.326403
GENE_3951,0.09572
GENE_3953,0.186724
GENE_3954,0.309644
GENE_3956,0.186571
GENE_3957,0.226403
GENE_3959,0.324419
GENE_3960,0.292155
GENE_3962,0.276682
GENE_3963,0.366088
GENE_3964,0.287006
GENE_3965,0.237627
GENE_3966,0.295781
GENE_3967,0.200307
GENE_3968,0.231743
GENE_3969,0.151004
GENE_3971,0.246499
GENE_3972,0.1689
GENE_3974,0.138595
GENE_3975,0.275866
GENE_3976,0.271274
GENE_3978,0.328287
GENE_3979,0.206887
GENE_3980,0.290805
GENE_3981,0.30508
GENE_3983,0.294477
GENE_3984,0.167435
GENE_3987,0.264936
GENE_3989,0.286414
GENE_3990,0.250718
GENE_3991,0.041352
GENE_3992,0.266049
GENE_3993,0.471253
GENE_3995,0.213996
GENE_3996,0.177192
GENE_3998,0.287335
GENE_3999,0.281238
GENE_4000,0.369274
GENE_4001,0.124213
GENE_4002,0.323138
GENE_4003,0.309042
GENE_4006,0.235785
GENE_4008,0.283869
GENE_4009,0.352946
GENE_4010,0.337232
GENE_4011,0.135698
GENE_4013,0.332016
GENE_4014,0.243531
GENE_4015,0.257287
GENE_4020,0.25732
GENE_4021,0.234976
GENE_4023,0.369171
GENE_4024,0.241628
GENE_4025,0.138045
GENE_4026,0.210647
GENE_4028,0.267869
GENE_4029,0.372921
GENE_4030,0.310309
GENE_4031,0.164946
GENE_4033,0.498519
GENE_4034,0.276478
GENE_4035,0.377539
GENE_4036,0.234829
GENE_4037,0.303336
GENE_4038,0.333947
GENE_4040,0.371819
GENE_4041,0.355737
GENE_4042,0.33722
GENE_4043,0.218491
GENE_4044,0.192825
GENE_4045,0.283261
GENE_4046,0.343313
GENE_4047,0.227728
GENE_4048,0.356517
GENE_4049,0.395262
GENE_4050,0.158368
GENE_4051,0.166308
GENE_4052,0.235962
GENE_4053,0.280761
GENE_4054,0.197543
GENE_4055,0.38522
GENE_4056,0.292407
GENE_4057,0.253945
GENE_4058,0.106409
GENE_4059,0.118418
GENE_4060,0.278101
GENE_4061,0.03674
GENE_4062,0.351264
GENE_4065,0.234185
GENE_4066,0.574309
GENE_4067,0.480792
GENE_4068,0.231855
GENE_4069,0.239366
GENE_4070,0.349558
GENE_4071,0.420317
GENE_4072,0.086197
GENE_4073,0.071362
GENE_4074,0.187797
GENE_4075,0.308274
GENE_4076,0.299687
GENE_4077,0.356977
GENE_4078,0.13003
GENE_4080,0.018386
GENE_4081,0.335801
GENE_4082,0.16718
GENE_4083,0.048151
GENE_4084,0.264506
GENE_4085,0.329318
GENE_4086,0.237794
GENE_4088,0.204215
GENE_4089,0.234064
GENE_4090,0.212942
GENE_4091,0.115195
GENE_4093,0.178532
GENE_4094,0.302128
GENE_4096,0.282168
GENE_4097,0.266806
GENE_4098,0.150485
GENE_4099,0.23185
GENE_4100,0.032293
GENE_4101,0.267848
GENE_4102,0.392886
GENE_4103,0.102587
GENE_4104,0.191407
GENE_4105,0.282911
GENE_4106,0.375284
GENE_4107,0.205178
GENE_4108,0.180775
GENE_4109,0.053108
GENE_4110,0.260344
GENE_4111,0.454208
GENE_4112,0.277736
GENE_4113,0.247772
GENE_4114,0.282208
GENE_4115,0.248891
GENE_4116,0.318699
GENE_4117,0.332328
GENE_4118,0.272576
GENE_4119,0.251761
GENE_4120,0.152463
GENE_4121,0.380351
GENE_4122,0.31647
GENE_4123,0.194708
GENE_4124,0.350182
GENE_4125,0.200243
GENE_4126,0.1718
GENE_4127,0.17403
GENE_4128,0.072893
GENE_4129,0.297154
GENE_4130,0.066886
GENE_4131,0.127156
GENE_4133,0.042441
GENE_4134,0.241393
GENE_4135,0.234968
GENE_4136,0.21733
GENE_4137,0.145742
GENE_4138,0.132777
GENE_4139,0.296437
GENE_4140,0.194945
GENE_4141,0.281636
GENE_4142,0.161475
GENE_4143,0.268106
GENE_4144,0.380328
GENE_4145,0.308617
GENE_4146,0.208759
GENE_4147,0.27572
GENE_4148,0.225933
GENE_4149,0.250788
GENE_4150,0.217439
GENE_4151,0.233566
GENE_4152,0.271209
GENE_4153,0.150664
GENE_4154,0.148412
GENE_4155,0.111146
GENE_4156,0.089973
GENE_4157,0.128272
GENE_4159,0.265946
GENE_4160,0.160721
GENE_4161,0.301361
GENE_4162,0.253471
GENE_4163,0.05315
GENE_4164,0.315498
GENE_4165,0.33108
GENE_4166,0.150614
GENE_4167,0.292019
GENE_4168,0.16435
GENE_4169,0.259767
GENE_4170,0.12355
GENE_4171,0.070689
GENE_4173,0.211718
GENE_4174,0.237627
GENE_4175,0.210232
GENE_4176,0.131597
GENE_4177,0.21001
GENE_4178,0.276929
GENE_4179,0.245511
GENE_4180,0.26825
GENE_4181,0.182988
GENE_4182,0.367172
GENE_4183,0.132383
GENE_4184,0.298756
GENE_4185,0.368189
GENE_4186,0.298091
GENE_4187,0.229748
GENE_4188,0.34717
GENE_4189,0.353609
GENE_4190,0.107703
GENE_4191,0.152988
GENE_4192,0.210244
GENE_4193,0.373765
GENE_4194,0.287977
GENE_4195,0.153195
GENE_4196,0.218969
GENE_4197,0.188568
GENE_4198,0.179021
GENE_4199,0.347889
GENE_4200,0.112826
GENE_4201,0.410878
GENE_4202,0.332823
GENE_4203,0.359086
GENE_4204,0.203706
GENE_4205,0.235006
GENE_4206,0.106685
GENE_4207,0.197534
GENE_4208,0.299365
GENE_4209,0.379606
GENE_4210,0.139284
GENE_4211,0.213449
GENE_4212,0.23487
GENE_4213,0.110421
GENE_4214,0.309135
GENE_4215,0.177601
GENE_4216,0.230461
GENE_4217,0.204805
GENE_4218,0.171066
GENE_4219,0.249296
GENE_4220,0.228439
GENE_4221,0.212814
GENE_4222,0.177154
GENE_4224,0.281952
GENE_4225,0.415362
GENE_4226,0.263989
GENE_4227,0.349612
GENE_4228,0.110978
GENE_4229,0.265776
GENE_4230,0.140263
GENE_4231,0.102308
GENE_4232,0.176063
GENE_4233,0.36919
GENE_4234,0.345002
GENE_4235,0.2743
GENE_4236,0.09673
GENE_4237,0.230372
GENE_4238,0.28017
GENE_4239,0.267554
GENE_4240,0.065621
GENE_4241,0.160968
GENE_4242,0.243592
GENE_4243,0.303629
GENE_4244,0.030387
GENE_4245,0.233788
GENE_4246,0.264305
GENE_4247,0.334961
GENE_4248,0.319286
GENE_4249,0.308257
GENE_4250,0.170006
GENE_4251,0.0592
GENE_4252,0.210695
GENE_4253,0.350163
GENE_4254,0.389345
GENE_4255,0.321055
GENE_4256,0.292934
GENE_4257,0.287964
GENE_4258,0.194388
GENE_4261,0.236994
GENE_4262,0.416907
GENE_4263,0.155744
GENE_4264,0.411478
GENE_4265,0.217797
GENE_4266,0.382543
GENE_4267,0.109318
GENE_4268,0.30859
GENE_4269,0.176323
GENE_4270,0.108473
GENE_4271,0.271853
GENE_4272,0.350947
GENE_4273,0.165506
GENE_4274,0.100098
GENE_4275,0.240816
GENE_4276,0.241256
GENE_4277,0.304832
GENE_4278,0.344959
GENE_4279,0.244058
GENE_4280,0.43555
GENE_4281,0.272423
GENE_4282,0.215357
GENE_4283,0.088843
GENE_4284,0.223734
GENE_4285,0.216361
GENE_4286,0.34603
GENE_4287,0.296248
GENE_4288,0.132063
GENE_4289,0.267225
GENE_4290,0.317153
GENE_4291,0.402803
GENE_4292,0.33875
GENE_4293,0.326085
GENE_4294,0.256009
GENE_4295,0.288831
GENE_4296,0.37495
GENE_4297,0.116722
GENE_4298,0.215056
GENE_4299,0.172743
GENE_4300,0.437915
GENE_4301,0.373022
GENE_4302,0.190303
GENE_4303,0.01097
GENE_4304,0.208778
GENE_4305,0.341347
GENE_4306,0.303763
GENE_4307,0.292819
GENE_4308,0.222001
GENE_4309,0.122097
GENE_4310,0.301529
GENE_4311,0.166572
GENE_4312,0.46841
GENE_4313,0.307051
GENE_4314,0.191935
GENE_4315,0.188861
GENE_4316,0.240706
GENE_4317,0.22605
GENE_4318,0.361683
GENE_4319,0.268642
GENE_4320,0.176837
GENE_4321,0.439044
GENE_4322,0.254931
GENE_4323,0.326884
GENE_4324,0.189177
GENE_4325,0.286312
GENE_4326,0.281111
GENE_4327,0.061035
GENE_4328,0.451528
GENE_4329,0.379064
GENE_4330,0.21028
GENE_4331,0.139773
GENE_4332,0.284756
GENE_4334,0.25867
GENE_4335,0.285567
GENE_4336,0.269158
GENE_4337,0.300624
GENE_4338,0.394731
GENE_4339,0.30681
GENE_4340,0.145034
GENE_4341,0.386256
GENE_4343,0.414061
GENE_4344,0.565206
GENE_4345,0.137651
GENE_4346,0.274288
GENE_4347,0.04179
GENE_4348,0.305315
GENE_4349,0.19518
GENE_4350,0.442345
GENE_4351,0.172539
GENE_4352,0.081082
GENE_4353,0.202874
GENE_4354,0.052451
GENE_4355,0.32511
GENE_4356,0.043492
GENE_4357,0.252846
GENE_4358,0.042219
GENE_4359,0.21797
GENE_4360,0.414338
GENE_4361,0.286065
GENE_4362,0.163651
GENE_4363,0.24688
GENE_4364,0.251802
GENE_4365,0.297263
GENE_4366,0.113314
GENE_4367,0.309257
GENE_4368,0.01
GENE_4369,0.187012
GENE_4370,0.201173
GENE_4372,0.313333
GENE_4373,0.252263
GENE_4374,0.109444
GENE_4375,0.151501
GENE_4377,0.269868
GENE_4378,0.242093
GENE_4379,0.192088
GENE_4380,0.201917
GENE_4381,0.319617
GENE_4383,0.198231
GENE_4384,0.241191
GENE_4385,0.466994
GENE_4386,0.107632
GENE_4387,0.064816
GENE_4388,0.328359
GENE_4389,0.182136
GENE_4390,0.218176
GENE_4391,0.171884
GENE_4392,0.22402
GENE_4394,0.409854
GENE_4395,0.480213
GENE_4396,0.336222
GENE_4397,0.108377
GENE_4399,0.134885
GENE_4400,0.01
GENE_4401,0.169062
GENE_4402,0.34567
GENE_4403,0.301695
GENE_4405,0.227849
GENE_4406,0.24777
GENE_4407,0.181111
GENE_4408,0.270476
GENE_4409,0.326588
GENE_4410,0.088411
GENE_4411,0.279965
GENE_4412,0.343243
GENE_4413,0.20849
GENE_4414,0.32007
GENE_4415,0.531465
GENE_4416,0.239566
GENE_4417,0.289331
GENE_4418,0.176194
GENE_4419,0.268125
GENE_4421,0.296027
GENE_4422,0.269484
GENE_4423,0.14803
GENE_4424,0.270636
GENE_4425,0.39622
GENE_4426,0.294864
GENE_4427,0.346199
GENE_4428,0.226299
GENE_4429,0.32499
GENE_4430,0.277927
GENE_4431,0.154909
GENE_4432,0.281852
GENE_4433,0.15083
GENE_4434,0.186712
GENE_4435,0.268933
GENE_4436,0.279724
GENE_4437,0.131077
GENE_4438,0.355399
GENE_4439,0.307201
GENE_4440,0.179527
GENE_4441,0.096242
GENE_4442,0.23551
GENE_4443,0.205406
GENE_4444,0.261314
GENE_4445,0.213688
GENE_4446,0.049254
GENE_4447,0.211165
GENE_4448,0.219438
GENE_4449,0.313366
GENE_4450,0.18018
GENE_4451,0.417867
GENE_4452,0.058836
GENE_4453,0.381117
GENE_4454,0.227568
GENE_4455,0.335958
GENE_4456,0.25798
GENE_4458,0.363956
GENE_4459,0.211264
GENE_4461,0.140138
GENE_4462,0.39205
GENE_4463,0.238652
GENE_4464,0.272156
GENE_4465,0.373475
GENE_4466,0.146804
GENE_4467,0.309549
GENE_4468,0.191011
GENE_4469,0.236783
GENE_4470,0.257228
GENE_4471,0.099978
GENE_4472,0.172116
GENE_4473,0.385107
GENE_4474,0.338619
GENE_4475,0.243736
GENE_4476,0.274312
GENE_4477,0.220576
GENE_4478,0.385658
GENE_4479,0.229965
GENE_4480,0.273184
GENE_4481,0.364603
GENE_4482,0.172263
GENE_4483,0.405879
GENE_4484,0.096954
GENE_4486,0.412964
GENE_4487,0.212732
GENE_4488,0.22573
GENE_4489,0.060999
GENE_4490,0.204521
GENE_4491,0.146019
GENE_4492,0.189235
GENE_4493,0.236269
GENE_4494,0.345779
GENE_4495,0.27076
GENE_4496,0.280768
GENE_4497,0.140448
GENE_4498,0.161925
GENE_4499,0.429873
GENE_4500,0.17648
GENE_4501,0.415621
GENE_4502,0.225694
GENE_4503,0.250229
GENE_4505,0.357037
GENE_4506,0.377189
GENE_4507,0.238919
GENE_4508,0.211176
GENE_4509,0.244408
GENE_4510,0.283796
GENE_4511,0.33913
GENE_4512,0.250423
GENE_4513,0.311889
GENE_4515,0.413836
GENE_4516,0.288131
GENE_4517,0.281165
GENE_4518,0.098109
GENE_4520,0.01
GENE_4521,0.288838
GENE_4522,0.240518
GENE_4524,0.198522
GENE_4525,0.424353
GENE_4526,0.24396
GENE_4527,0.362778
GENE_4528,0.258611
GENE_4529,0.175308
GENE_4530,0.349017
GENE_4531,0.228287
GENE_4532,0.302654
GENE_4534,0.202259
GENE_4535,0.185017
GENE_4536,0.258417
GENE_4538,0.251283
GENE_4539,0.447983
GENE_4540,0.223135
GENE_4541,0.066364
GENE_4542,0.206723
GENE_4543,0.329382
GENE_4544,0.220262
GENE_4545,0.225362
GENE_4546,0.348638
GENE_4547,0.178803
GENE_4548,0.09572
GENE_4549,0.233937
GENE_4550,0.201583
GENE_4551,0.153375
GENE_4552,0.232462
GENE_4553,0.299151
GENE_4554,0.249071
GENE_4555,0.280698
GENE_4556,0.431341
GENE_4557,0.215712
GENE_4558,0.277835
GENE_4559,0.199079
GENE_4560,0.165364
GENE_4561,0.191509
GENE_4562,0.202124
GENE_4563,0.285948
GENE_4564,0.484908
GENE_4565,0.178396
GENE_4566,0.208337
GENE_4567,0.243688
GENE_4569,0.28958
GENE_4570,0.276355
GENE_4571,0.37841
GENE_4572,0.01
GENE_4573,0.011307
GENE_4574,0.200412
GENE_4575,0.35973
GENE_4576,0.093435
GENE_4577,0.01
GENE_4578,0.307118
GENE_4580,0.274366
GENE_4583,0.290979
GENE_4584,0.151446
GENE_4585,0.153026
GENE_4587,0.261054
GENE_4588,0.187368
GENE_4589,0.299406
GENE_4590,0.01
GENE_4591,0.164315
GENE_4592,0.137395
GENE_4593,0.224366
GENE_4594,0.196195
GENE_4595,0.329784
GENE_4596,0.064066
GENE_4597,0.254549
GENE_4598,0.305834
GENE_4599,0.435665
GENE_4600,0.201823
GENE_4601,0.282446
GENE_4605,0.069614
GENE_4606,0.010804
GENE_4607,0.334477
GENE_4608,0.249444
GENE_4609,0.367851
GENE_4610,0.11266
GENE_4611,0.30199
GENE_4612,0.436882
GENE_4613,0.291971
GENE_4614,0.277658
GENE_4615,0.250856
GENE_4616,0.092912
GENE_4617,0.385557
GENE_4619,0.188914
GENE_4620,0.300448
GENE_4621,0.093697
GENE_4622,0.132054
GENE_4623,0.393509
GENE_4624,0.21527
GENE_4625,0.395328
GENE_4626,0.242177
GENE_4627,0.06581
GENE_4628,0.339207
GENE_4629,0.191011
GENE_4630,0.319869
GENE_4631,0.252521
GENE_4632,0.095688
GENE_4633,0.266429
GENE_4634,0.469622
GENE_4635,0.299299
GENE_4636,0.244248
GENE_4637,0.357534
GENE_4638,0.271067
GENE_4640,0.420953
GENE_4641,0.140837
GENE_4642,0.273385
GENE_4643,0.353544
GENE_4644,0.166394
GENE_4645,0.39245
GENE_4646,0.240829
GENE_4647,0.161223
GENE_4648,0.349763
GENE_4649,0.221321
GENE_4650,0.325951
GENE_4651,0.220824
GENE_4652,0.244017
GENE_4653,0.299356
GENE_4654,0.27909
GENE_4655,0.050447
GENE_4656,0.137876
GENE_4657,0.342941
GENE_4658,0.236786
GENE_4659,0.197627
GENE_4660,0.114143
GENE_4661,0.142026
GENE_4662,0.04782
GENE_4668,0.239872
GENE_4669,0.190156
GENE_4670,0.153341
GENE_4671,0.243188
GENE_4672,0.286397
GENE_4673,0.45932
GENE_4674,0.098812
GENE_4675,0.365938
GENE_4676,0.34731
GENE_4677,0.172091
GENE_4678,0.270324
GENE_4679,0.204237
GENE_4680,0.268569
GENE_4681,0.400913
GENE_4682,0.310561
GENE_4683,0.300861
GENE_4684,0.206969
GENE_4685,0.101594
GENE_4686,0.229153
GENE_4687,0.370661
GENE_4688,0.097283
GENE_4689,0.144491
GENE_4690,0.262627
GENE_4691,0.151535
GENE_4692,0.170748
GENE_4693,0.20764
GENE_4694,0.113438
GENE_4695,0.152588
GENE_4696,0.320343
GENE_4698,0.119263
GENE_4699,0.090213
GENE_4700,0.186998
GENE_4701,0.323196
GENE_4702,0.230308
GENE_4703,0.203542
GENE_4704,0.254436
GENE_4707,0.075429
GENE_4708,0.299471
GENE_4709,0.288344
GENE_4710,0.209069
GENE_4711,0.350592
GENE_4712,0.13725
GENE_4713,0.362791
GENE_4714,0.265449
GENE_4715,0.216345
GENE_4716,0.248013
GENE_4717,0.239274
GENE_4718,0.372028
GENE_4720,0.142332
GENE_4722,0.173748
GENE_4723,0.35363
GENE_4724,0.190447
GENE_4725,0.340053
GENE_4726,0.419944
GENE_4727,0.20982
GENE_4728,0.318136
GENE_4729,0.134631
GENE_4730,0.325473
GENE_4731,0.269942
GENE_4732,0.297304
GENE_4733,0.185443
GENE_4734,0.083892
GENE_4735,0.300325
GENE_4736,0.04366
GENE_4737,0.218265
GENE_4738,0.344118
GENE_4739,0.26919
GENE_4740,0.444834
GENE_4741,0.352511
GENE_4742,0.18461
GENE_4743,0.252731
GENE_4744,0.245263
GENE_4745,0.091782
GENE_4747,0.15596
GENE_4748,0.193924
GENE_4749,0.046378
GENE_4750,0.254749
GENE_4751,0.225093
GENE_4752,0.082711
GENE_4753,0.290421
GENE_4754,0.321587
GENE_4755,0.272703
GENE_4756,0.367593
GENE_4757,0.309144
GENE_4758,0.318022
GENE_4759,0.28074
GENE_4760,0.167539
GENE_4761,0.27766
GENE_4763,0.519548
GENE_4766,0.190337
GENE_4767,0.459794
GENE_4768,0.197437
GENE_4769,0.253241
GENE_4770,0.332751
GENE_4771,0.272327
GENE_4772,0.075778
GENE_4773,0.195396
GENE_4774,0.140788
GENE_4775,0.263534
GENE_4776,0.349445
GENE_4777,0.314601
GENE_4778,0.012834
GENE_4779,0.454207
GENE_4780,0.279528
GENE_4781,0.17235
GENE_4782,0.265713
GENE_4783,0.267619
GENE_4784,0.183315
GENE_4786,0.269792
GENE_4787,0.189253
GENE_4788,0.209564
GENE_4789,0.181372
GENE_4790,0.106733
GENE_4791,0.264584
GENE_4792,0.30853
GENE_4793,0.301488
GENE_4798,0.331993
GENE_4799,0.282434
GENE_4800,0.196727
GENE_4801,0.333966
GENE_4802,0.114248
GENE_4803,0.159933
GENE_4806,0.15358
GENE_4807,0.508006
GENE_4808,0.344279
GENE_4809,0.298731
GENE_4810,0.357193
GENE_4811,0.162072
GENE_4812,0.28486
GENE_4813,0.237483
GENE_4814,0.334688
GENE_4815,0.238478
GENE_4816,0.211506
GENE_4817,0.304091
GENE_4818,0.337617
GENE_4819,0.183165
GENE_4820,0.243892
GENE_4821,0.144156
GENE_4822,0.01
GENE_4823,0.270046
GENE_4824,0.310891
GENE_4825,0.276207
GENE_4826,0.055044
GENE_4827,0.214915
GENE_4830,0.028165
GENE_4831,0.38697
GENE_4832,0.141395
GENE_4833,0.52554
GENE_4835,0.344587
GENE_4836,0.159941
GENE_4837,0.136722
GENE_4838,0.285037
GENE_4839,0.165568
GENE_4840,0.260248
GENE_4842,0.201717
GENE_4843,0.071884
GENE_4844,0.026953
GENE_4845,0.272668
GENE_4846,0.193844
GENE_4847,0.194691
GENE_4848,0.319586
GENE_4849,0.367344
GENE_4850,0.222746
GENE_4851,0.21594
GENE_4852,0.300014
GENE_4853,0.114306
GENE_4854,0.272315
GENE_4855,0.305189
GENE_4856,0.318023
GENE_4857,0.056325
GENE_4858,0.173864
GENE_4859,0.162174
GENE_4860,0.259989
GENE_4861,0.298074
GENE_4862,0.399671
GENE_4863,0.200503
GENE_4864,0.200243
GENE_4865,0.514967
GENE_4866,0.279658
GENE_4867,0.376765
GENE_4868,0.278873
GENE_4869,0.134288
GENE_4870,0.116687
GENE_4871,0.094849
GENE_4872,0.616205
GENE_4873,0.36886
GENE_4874,0.434936
GENE_4875,0.334311
GENE_4876,0.366284
GENE_4877,0.191998
GENE_4878,0.134358
GENE_4879,0.485008
GENE_4880,0.291768
GENE_4881,0.260744
GENE_4882,0.288737
GENE_4883,0.282319
GENE_4884,0.378382
GENE_4885,0.379499
GENE_4886,0.304422
GENE_4888,0.33458
GENE_4889,0.301406
GENE_4892,0.203883
GENE_4893,0.325656
GENE_4894,0.11055
GENE_4896,0.355389
GENE_4899,0.130548
GENE_4905,0.27858
GENE_4909,0.165485
GENE_4913,0.305339
GENE_4915,0.246607
GENE_4916,0.090524
GENE_4917,0.29207
GENE_4919,0.192208
GENE_4920,0.338115
GENE_4921,0.250133
GENE_4922,0.289542
GENE_4923,0.154243
GENE_4924,0.191067
GENE_4925,0.204136
GENE_4926,0.33567
GENE_4927,0.417738
GENE_4929,0.169483
GENE_4930,0.357685
GENE_4931,0.033032
GENE_4932,0.130581
GENE_4933,0.154122
GENE_4934,0.114749
GENE_4935,0.091641
GENE_4936,0.2913
GENE_4937,0.228593
GENE_4938,0.287941
GENE_4939,0.319047
GENE_4940,0.276562
GENE_4942,0.315776
GENE_4943,0.243047
GENE_4944,0.131301
GENE_4945,0.355781
GENE_4946,0.191089
GENE_4947,0.15644
GENE_4948,0.232208
GENE_4949,0.158719
GENE_4950,0.208257
GENE_4951,0.284405
GENE_4952,0.284834
GENE_4953,0.160217
GENE_4954,0.201229
GENE_4955,0.357433
GENE_4956,0.29964
GENE_4957,0.457507
GENE_4958,0.368013
GENE_4959,0.364429
GENE_4960,0.111213
GENE_4961,0.326386
GENE_4962,0.244689
GENE_4963,0.194902
GENE_4964,0.266802
GENE_4965,0.344521
GENE_4966,0.300083
GENE_4967,0.162153
GENE_4968,0.324246
GENE_4969,0.186241
GENE_4970,0.271668
GENE_4971,0.219665
GENE_4972,0.228113
GENE_4973,0.326624
GENE_4975,0.145981
GENE_4976,0.44452
GENE_4977,0.067891
GENE_4979,0.190233
GENE_4980,0.287021
GENE_4982,0.308431
GENE_4983,0.239952
GENE_4984,0.244261
GENE_4985,0.291055
GENE_4986,0.226893
GENE_4987,0.389318
GENE_4988,0.333935
GENE_4989,0.337282
GENE_4990,0.153384
GENE_4991,0.242061
GENE_4992,0.219953
GENE_4993,0.14944
GENE_4994,0.286016
GENE_4995,0.196235
GENE_4996,0.31554
GENE_4997,0.142981
GENE_4998,0.421904
GENE_4999,0.160367
GENE_5000,0.27193
GENE_5001,0.329186
GENE_5002,0.192936
GENE_5003,0.335247
GENE_5004,0.127082
GENE_5005,0.395212
GENE_5006,0.251415
GENE_5007,0.190359
GENE_5009,0.220082
GENE_5010,0.330892
GENE_5012,0.191554
GENE_5013,0.175064
GENE_5014,0.227846
GENE_5015,0.132304
GENE_5016,0.432054
GENE_5017,0.193361
GENE_5018,0.333162
GENE_5019,0.270947
GENE_5021,0.151547
GENE_5022,0.249405
GENE_5023,0.3284
GENE_5024,0.231174
GENE_5025,0.369311
GENE_5026,0.352152
GENE_5027,0.341891
GENE_5028,0.204034
GENE_5029,0.142016
GENE_5031,0.188641
GENE_5033,0.269624
GENE_5035,0.304579
GENE_5037,0.032843
GENE_5038,0.249189
GENE_5039,0.265809
GENE_5040,0.222246
GENE_5041,0.379127
GENE_5042,0.292178
GENE_5043,0.381019
GENE_5044,0.228404
GENE_5046,0.343748
GENE_5047,0.413507
GENE_5048,0.381169
GENE_5049,0.140786
GENE_5050,0.224632
GENE_5051,0.215484
GENE_5052,0.298925
GENE_5053,0.318635
GENE_5054,0.166111
GENE_5055,0.256784
GENE_5056,0.048007
GENE_5058,0.394195
GENE_5059,0.198763
GENE_5061,0.255586
GENE_5062,0.219035
GENE_5064,0.364603
GENE_5066,0.01
GENE_5067,0.248339
GENE_5069,0.239418
GENE_5070,0.204636
GENE_5071,0.422623
GENE_5072,0.161267
GENE_5073,0.32718
GENE_5074,0.285625
GENE_5075,0.376152
GENE_5077,0.183281
GENE_5078,0.176703
GENE_5080,0.359607
GENE_5081,0.292532
GENE_5082,0.095506
GENE_5084,0.196069
GENE_5085,0.288638
GENE_5086,0.333776
GENE_5087,0.182077
GENE_5088,0.01
GENE_5089,0.302322
GENE_5090,0.127968
GENE_5091,0.048266
GENE_5092,0.01
GENE_5093,0.331398
GENE_5094,0.262862
GENE_5095,0.227434
GENE_5096,0.388902
GENE_5097,0.313732
GENE_5098,0.41163
GENE_5100,0.110726
GENE_5101,0.246545
GENE_5102,0.088329
GENE_5103,0.227062
GENE_5104,0.225138
GENE_5105,0.312661
GENE_5106,0.254556
GENE_5107,0.312341
GENE_5108,0.320344
GENE_5109,0.465493
GENE_5110,0.21847
GENE_5111,0.155898
GENE_5112,0.274608
GENE_5113,0.169772
GENE_5114,0.398196
GENE_5115,0.221678
GENE_5116,0.193442
GENE_5117,0.202868
GENE_5118,0.321842
GENE_5120,0.234225
GENE_5121,0.185833
GENE_5122,0.416535
GENE_5123,0.164383
GENE_5124,0.253557
GENE_5125,0.315231
GENE_5126,0.086866
GENE_5127,0.298026
GENE_5128,0.144489
GENE_5129,0.332278
GENE_5130,0.153735
GENE_5131,0.319277
GENE_5132,0.360583
GENE_5133,0.336144
GENE_5134,0.275132
GENE_5135,0.22687
GENE_5137,0.192358
GENE_5138,0.397103
GENE_5139,0.18005
GENE_5140,0.146293
GENE_5141,0.316537
GENE_5142,0.170386
GENE_5143,0.154994
GENE_5144,0.10564
GENE_5145,0.201709
GENE_5146,0.241728
GENE_5147,0.274309
GENE_5148,0.345131
GENE_5149,0.30269
GENE_5150,0.230913
GENE_5151,0.23018
GENE_5152,0.301016
GENE_5153,0.377257
GENE_5154,0.262631
GENE_5155,0.203087
GENE_5156,0.150713
GENE_5157,0.105479
GENE_5158,0.316627
GENE_5159,0.307798
GENE_5160,0.307736
GENE_5161,0.237134
GENE_5162,0.390693
GENE_5164,0.201588
GENE_5165,0.345527
GENE_5166,0.246126
GENE_5167,0.189165
GENE_5168,0.309253
GENE_5170,0.290964
GENE_5171,0.285697
GENE_5172,0.258128
GENE_5173,0.246211
GENE_5174,0.488837
GENE_5175,0.368426
GENE_5176,0.322283
GENE_5177,0.26118
GENE_5178,0.350716
GENE_5179,0.301799
GENE_5180,0.25262
GENE_5182,0.219644
GENE_5183,0.241908
GENE_5185,0.01
GENE_5186,0.27106
GENE_5187,0.201152
GENE_5188,0.409267
GENE_5189,0.251934
GENE_5190,0.131104
GENE_5191,0.395012
GENE_5192,0.145388
GENE_5193,0.297341
GENE_5195,0.279095
GENE_5196,0.345784
GENE_5197,0.170912
