gene,score
CG10344,0.225655
CG30268,0.21594
CG4084,0.223641
CG5549,0.354759
CG5594,0.196966
CG3209,0.435748
CG3328,0.324322
CG3376,0.222065
CG2727,0.247815
CG9184,0.291414
CG9181,0.484284
CG12004,0.315604
CG32301,0.404664
CG33233,0.379359
CG14967,0.281672
CG32255,0.019668
CG1333,0.208998
CG15003,0.42596
CG1311,0.099628
CG10671,0.360719
CG10594,0.246667
CG8442,0.26672
CG14823,0.356037
CG4481,0.233741
CG16707,0.280004
CG32060,0.243232
CG7638,0.269115
CG6207,0.425828
CG10717,0.01
CG10171,0.348776
CG32136,0.193904
CG32146,0.177253
CG17035,0.01
CG6017,0.190919
CG32158,0.272106
CG4123,0.124916
CG9704,0.23844
CG13024,0.261334
CG32161,0.305354
CG13029,0.154358
CG11915,0.429553
CG32167,0.278271
CG7730,0.206285
CG7853,0.305138
CG7724,0.338874
CG6512,0.159972
CG6497,0.094347
CG13723,0.217611
CG13725,0.246186
CG6479,0.308956
CG13727,0.01
CG16793,0.078162
CG7510,0.112876
CG6812,0.162204
CG32227,0.103718
CG32432,0.180954
CG7540,0.184613
CG12673,0.118607
CG5723,0.189991
CG1058,0.177387
CG31547,0.196613
CG15590,0.142586
CG15593,0.243331
CG15595,0.360577
CG15598,0.017418
CG1939,0.025323
CG9361,0.190241
CG9444,0.214551
CG12420,0.369162
CG6658,0.138321
CG18578,0.237119
CG6653,0.372483
CG6644,0.169766
CG15902,0.189813
CG6723,0.335302
CG6977,0.274504
CG4702,0.308503
CG7091,0.320598
CG31157,0.32293
CG31321,0.164842
CG7832,0.231938
CG3631,0.245446
CG6006,0.195768
CG8925,0.178791
CG7678,0.300929
CG18617,0.351216
CG7708,0.01
CG14919,0.10628
CG15353,0.464205
CG12400,0.413943
CG31825,0.573133
CG33311,0.3992
CG7644,0.223494
CG13278,0.38824
CG5050,0.222895
CG31789,0.223076
CG15168,0.471757
CG31691,0.072195
CG10723,0.353617
CG12617,0.347064
CG2611,0.385188
CG9336,0.328081
CG9338,0.128126
CG14401,0.080047
CG13564,0.371639
CG14151,0.332531
CG18087,0.254371
CG31360,0.104867
CG7333,0.392927
CG17751,0.262301
CG16718,0.270798
CG4288,0.219133
CG31195,0.261774
CG3822,0.363422
CG31198,0.288804
CG13409,0.325524
CG31052,0.135354
CG1438,0.223378
CG1499,0.45364
CG2177,0.332053
CG14779,0.350939
CG14234,0.085318
CG32528,0.19826
CG12703,0.01
CG12655,0.370271
CG9570,0.272565
CG12656,0.296858
CG17063,0.341931
CG12679,0.229775
CG1467,0.421998
CG15450,0.32323
CG11230,0.297645
CG11229,0.266542
CG1742,0.571189
CG32510,0.71346
CG1518,0.422916
CG32513,0.370816
CG32512,0.555282
CG1819,0.342258
CG1724,0.109427
CG1494,0.196296
CG1718,0.356225
CG1801,0.101012
CG1693,0.356129
CG14584,0.340565
CG1644,0.169776
CG14621,0.325326
CG14613,0.36993
CG12576,0.40816
CG17600,0.18312
CG12446,0.312238
CG2944,0.293058
CG3348,0.22633
CG32736,0.621786
CG7761,0.381957
CG12846,0.295855
CG33144,0.358305
CG17580,0.295305
CG6282,0.298822
CG32038,0.196536
CG6310,0.229877
CG17193,0.3098
CG13408,0.077972
CG32538,0.396202
CG11566,0.719925
CG33670,0.946607
CG10257,0.215248
CG18816,0.513064
CG30160,0.663659
CG12845,0.221803
CG12142,0.126638
CG12841,0.264484
CG12840,0.386867
CG12839,0.350461
CG12838,0.239547
CG12832,0.11106
CG12837,0.317349
CG30503,0.198075
CG2064,0.387469
CG12107,0.132321
CG12825,0.199395
CG12824,0.26703
CG14763,0.434542
CG8717,0.295725
CG2110,0.225879
CG14752,0.201681
CG8226,0.256449
CG13747,0.260332
CG33135,0.595845
CG12914,0.182508
CG13230,0.247784
CG9035,0.242869
CG13200,0.298452
CG8972,0.293762
CG8321,0.2719
CG8888,0.221892
CG18343,0.162007
CG8860,0.199291
CG13159,0.124355
CG30058,0.114577
CG32843,0.160152
CG17048,0.110299
CG6357,0.275731
CG10808,0.193202
CG10130,0.01
CG12859,0.508824
CG8090,0.327382
CG8175,0.165841
CG30472,0.176306
CG30080,0.233633
CG8320,0.52061
CG30095,0.409976
CG15919,0.433128
CG6426,0.220992
CG17680,0.304867
CG18108,0.22031
CG18107,0.285446
CG16836,0.215221
CG15065,0.423169
CG15098,0.163311
CG15083,0.287747
CG13426,0.283254
CG30154,0.214342
CG13428,0.1244
CG13437,0.350998
CG15653,0.309558
CG15657,0.379184
CG10795,0.341411
CG10320,0.19495
CG30285,0.366143
CG11362,0.226125
CG13511,0.32884
CG30273,0.0883
CG9877,0.202113
CG30411,0.153136
CG5532,0.287442
CG11303,0.167508
CG13566,0.582505
CG30172,0.279331
CG4545,0.180295
CG13586,0.249197
CG13888,0.146859
CG13920,0.149168
CG7970,0.16055
CG13935,0.490035
CG1139,0.334851
CG32299,0.074281
CG32282,0.438597
CG14969,0.282749
CG32267,0.334083
CG32266,0.160781
CG1171,0.30279
CG15004,0.125236
CG11589,0.069158
CG1265,0.184219
CG1268,0.345439
CG15012,0.085442
CG32240,0.25866
CG13721,0.439916
CG13704,0.316403
CG7499,0.230632
CG15212,0.158458
CG10674,0.252434
CG4769,0.579353
CG4867,0.274468
CG13288,0.119541
CG18778,0.115565
CG13297,0.220322
CG13299,0.272422
CG8600,0.288615
CG7498,0.203787
CG8012,0.200434
CG13306,0.160212
CG5747,0.403112
CG32037,0.049664
CG14167,0.315444
CG18628,0.145549
CG32069,0.308879
CG32072,0.362674
CG7607,0.242539
CG7394,0.461337
CG6038,0.359109
CG6024,0.102961
CG9762,0.274635
CG14115,0.283404
CG17673,0.362207
CG13462,0.443128
CG6878,0.190799
CG13053,0.399714
CG13069,0.266505
CG13067,0.239034
CG13066,0.136011
CG4842,0.464365
CG4101,0.381443
CG9669,0.433661
CG11637,0.564979
CG14086,0.22459
CG9231,0.335014
CG13255,0.448085
CG11458,0.123116
CG7181,0.176274
CG7625,0.39727
CG14577,0.271627
CG32448,0.373185
CG14563,0.420329
CG7448,0.371541
CG32450,0.232582
CG12414,0.425807
CG31529,0.349633
CG2022,0.366941
CG1161,0.280531
CG31545,0.313624
CG15189,0.357325
CG2358,0.420549
CG9603,0.184575
CG18193,0.220748
CG31264,0.332007
CG8116,0.385149
CG8369,0.328367
CG9396,0.126219
CG12814,0.203134
CG14686,0.239748
CG17342,0.353128
CG7620,0.275198
CG11686,0.127737
CG15887,0.232226
CG14374,0.244215
CG31337,0.21519
CG9637,0.153289
CG3303,0.324022
CG31292,0.321599
CG10311,0.252212
CG31448,0.216272
CG14909,0.177917
CG18622,0.421381
CG5400,0.219434
CG7523,0.337689
CG7713,0.279887
CG14312,0.292682
CG31229,0.155298
CG14298,0.208575
CG14290,0.38538
CG4468,0.18896
CG15922,0.251753
CG31201,0.339093
CG17270,0.338796
CG5697,0.151268
CG13419,0.365575
CG5778,0.439574
CG33110,0.412094
CG6982,0.505212
CG17121,0.411679
CG13606,0.039221
CG11785,0.356858
CG33203,0.252235
CG2006,0.406362
CG11500,0.256478
CG1361,0.151706
CG1365,0.18373
CG1367,0.30447
CG1878,0.324151
CG1373,0.319286
CG2126,0.300364
CG13317,0.390995
CG12410,0.305713
CG15245,0.232648
CG12714,0.247973
CG14773,0.175934
CG14777,0.361828
CG14778,0.084859
CG3740,0.192108
CG32803,0.22818
CG17776,0.353771
CG14049,0.184184
CG12535,0.308318
CG5014,0.236875
CG16756,0.328831
CG12730,0.369897
CG4690,0.379946
CG3566,0.32594
CG12543,0.342703
CG3192,0.223909
CG12541,0.318866
CG4615,0.300474
CG11368,0.281516
CG7267,0.338156
CG9034,0.209498
CG15304,0.256007
CG1552,0.565657
CG1537,0.386199
CG2081,0.156735
CG15201,0.123057
CG1756,0.25789
CG11699,0.29757
CG2444,0.161201
CG12479,0.246373
CG12540,0.178412
CG33177,0.243461
CG9245,0.276367
CG9921,0.209952
CG4239,0.31659
CG5172,0.338318
CG12994,0.385746
CG15814,0.177454
CG7772,0.321254
CG31811,0.357757
CG3727,0.264624
CG10295,0.321849
CG32096,0.151021
CG11290,0.267774
CG1845,0.318735
CG5501,0.398768
CG10595,0.312091
CG2174,0.483124
CG6976,0.147249
CG5695,0.399606
CG9155,0.221092
CG7438,0.237641
CG2671,0.376703
CG5884,0.197509
CG5020,0.26573
CG9474,0.223054
CG1472,0.233958
CG10882,0.099856
CG2819,0.188514
CG5041,0.277548
CG3069,0.153996
CG3242,0.488582
CG11607,0.148243
CG7562,0.09144
CG4079,0.219958
CG5034,0.241856
CG5193,0.184949
CG4807,0.464457
CG15259,0.211723
CG4935,0.276385
CG10756,0.191256
CG8426,0.20666
CG1650,0.037655
CG1884,0.256939
CG12052,0.840442
CG7614,0.389905
CG6751,0.311873
CG8151,0.215593
CG7626,0.180008
CG10052,0.388479
CG33133,0.182344
CG5179,0.377193
CG3924,0.159784
CG12031,0.248729
CG13906,0.052913
CG7999,0.440016
CG6711,0.154251
CG6577,0.346188
CG10415,0.300913
CG3836,0.170958
CG7764,0.313663
CG5444,0.111816
CG6538,0.400564
CG17462,0.248148
CG17592,0.229624
CG7704,0.389357
CG1343,0.288714
CG13475,0.428674
CG4029,0.385107
CG9207,0.148009
CG6258,0.249776
CG4215,0.429184
CG10215,0.180385
CG6339,0.219159
CG10670,0.212313
CG2525,0.184221
CG5285,0.302324
CG31196,0.37611
CG3697,0.303076
CG12176,0.093416
CG3815,0.334054
CG7417,0.197874
CG9233,0.124738
CG3743,0.439644
CG5557,0.27886
CG1410,0.546241
CG1414,0.72897
CG7045,0.371162
CG7046,0.435086
CG6338,0.329868
CG3218,0.494195
CG12399,0.347049
CG3041,0.179784
CG9183,0.394819
CG5083,0.114243
CG7938,0.252741
CG3178,0.255964
CG31753,0.189247
CG7769,0.236182
CG7659,0.463739
CG6292,0.261867
CG8567,0.309464
CG3871,0.575026
CG9936,0.230639
CG18023,0.241458
CG7162,0.399607
CG7405,0.20337
CG11115,0.239848
CG9768,0.19718
CG1064,0.218237
CG10390,0.342891
CG13281,0.16771
CG10281,0.291412
CG1048,0.239058
CG1046,0.383442
CG10445,0.15114
CG9656,0.269852
CG6312,0.223748
CG17358,0.205541
CG8524,0.433008
CG4913,0.249659
CG10278,0.265477
CG7957,0.239088
CG31240,0.227897
CG7895,0.164866
CG6570,0.601383
CG6545,0.179329
CG6534,0.121968
CG5264,0.231214
CG5930,0.111919
CG1447,0.3767
CG2009,0.328287
CG16903,0.209495
CG2932,0.055498
CG6824,0.35972
CG3319,0.350914
CG18009,0.254616
CG9060,0.469424
CG12653,0.201988
CG4303,0.205447
CG3606,0.414514
CG9916,0.298823
CG9609,0.189833
CG5529,0.146003
CG11942,0.389759
CG4033,0.190146
CG4644,0.28968
CG3240,0.328697
CG3736,0.107232
CG3756,0.166296
CG5899,0.155773
CG5371,0.133292
CG16928,0.145142
CG5336,0.254897
CG9414,0.359106
CG33649,0.755224
CG33650,0.686607
CG17161,0.252592
CG10895,0.085039
CG2488,0.170868
CG9323,0.311687
CG9272,0.252895
CG1071,0.329814
CG1620,0.230591
CG11482,0.258378
CG8016,0.467291
CG11979,0.198618
CG8344,0.361273
CG8357,0.278397
CG10122,0.188599
CG8153,0.077604
CG8648,0.253372
CG5170,0.227363
CG9193,0.174884
CG9433,0.211381
CG2917,0.454719
CG12189,0.318929
CG12018,0.255035
CG10489,0.463925
CG5971,0.423818
CG4978,0.229485
CG8019,0.274797
CG7339,0.475169
CG7003,0.417748
CG5949,0.156352
CG7347,0.36207
CG3945,0.123386
CG9666,0.153985
CG9594,0.385219
CG11246,0.240782
CG7143,0.341268
CG12005,0.307874
CG1163,0.198329
CG10018,0.310676
CG7602,0.192141
CG9633,0.269591
CG4082,0.219917
CG10898,0.342024
CG12267,0.323686
CG6019,0.264305
CG3180,0.323476
CG3284,0.361188
CG3325,0.369779
CG7825,0.164047
CG4261,0.458677
CG6349,0.35325
CG5380,0.15905
CG6768,0.343117
CG10694,0.25918
CG5524,0.238443
CG5923,0.235373
CG1836,0.224252
CG1981,0.20014
CG11403,0.444072
CG6133,0.292125
CG4206,0.269509
CG4208,0.090322
CG4078,0.327817
CG4039,0.247205
CG15367,0.199597
CG2990,0.121992
CG1554,0.404263
CG2028,0.258721
CG17209,0.189014
CG4252,0.485705
CG2075,0.318555
CG7959,0.467355
CG7960,0.1896
CG7008,0.483911
CG13109,0.189412
CG6046,0.667073
CG4756,0.362185
CG7583,0.289626
CG12223,0.158235
CG1007,0.30198
CG6964,0.249891
CG12153,0.14333
CG1245,0.295114
CG5465,0.018352
CG11970,0.30235
CG3350,0.285418
CG11491,0.427178
CG10604,0.172827
CG7760,0.293972
CG1379,0.203554
CG2380,0.216094
CG2678,0.083689
CG3075,0.37179
CG3891,0.01
CG4328,0.25232
CG4557,0.49569
CG4882,0.276466
CG5343,0.332364
CG5369,0.173521
CG6634,0.231966
CG7056,0.155478
CG7786,0.192996
CG7818,0.4026
CG7839,0.275674
CG8319,0.242153
CG9104,0.31121
CG9305,0.362365
CG32598,0.476592
CG32601,0.283846
CG9571,0.280124
CG9876,0.147408
CG9895,0.300434
CG10034,0.346306
CG10447,0.310498
CG11071,0.337406
CG11085,0.354314
CG11152,0.338047
CG11294,0.01
CG11375,0.139017
CG11617,0.363834
CG11641,0.327536
CG11799,0.193607
CG11835,0.412775
CG12361,0.129684
CG13424,0.187273
CG15455,0.33965
CG15696,0.432118
CG16801,0.284066
CG16899,0.193818
CG6443,0.153677
CG17118,0.422767
CG31367,0.367293
CG31612,0.431256
CG32105,0.256486
CG32343,0.247853
CG12690,0.268785
CG9429,0.420544
CG5441,0.01
CG32577,0.489157
CG15749,0.135037
CG5737,0.140549
CG5133,0.214322
CG5187,0.309181
CG5093,0.201106
CG15191,0.4889
CG5033,0.113563
CG3711,0.392911
CG6892,0.251505
CG8254,0.090784
CG3668,0.256861
CG1132,0.22306
CG11921,0.123859
CG11922,0.361004
CG6913,0.340373
CG3143,0.433739
CG14307,0.212428
CG6211,0.057283
CG3858,0.338563
CG33152,0.16476
CG1710,0.166102
CG4694,0.351236
CG11194,0.295098
CG2655,0.179568
CG3052,0.151982
CG5005,0.295336
CG8361,0.380821
CG8522,0.361708
CG5832,0.150805
CG9310,0.447485
CG11352,0.218942
CG9403,0.331918
CG5575,0.49189
CG12296,0.223707
CG18783,0.177971
CG3839,0.468415
CG4148,0.429362
CG5954,0.240031
CG11354,0.247277
CG9954,0.26695
CG8474,0.374958
CG7074,0.290045
CG8667,0.359721
CG11450,0.14201
CG11172,0.296575
CG6352,0.218204
CG5545,0.297895
CG11202,0.447644
CG1705,0.384707
CG1130,0.314588
CG9999,0.169343
CG8815,0.321246
CG16738,0.296449
CG2939,0.217879
CG7345,0.324102
CG3169,0.411891
CG10704,0.16798
CG6269,0.33532
CG8821,0.500243
CG3998,0.348258
CG5366,0.090813
CG32133,0.219051
CG2275,0.335124
CG4976,0.22812
CG5848,0.541677
CG9426,0.168153
CG8246,0.213349
CG6172,0.143648
CG6474,0.234639
CG7951,0.265983
CG5640,0.037421
CG31716,0.142063
CG32067,0.502381
CG2851,0.562386
CG6222,0.177337
CG1856,0.165531
CG18024,0.427748
CG3090,0.362659
CG8404,0.09156
CG10159,0.482022
CG9418,0.384942
CG3658,0.432259
CG11924,0.374152
CG1965,0.329197
CG3726,0.133064
CG7036,0.384765
CG7154,0.255963
CG7229,0.073746
CG8142,0.054831
CG8924,0.451652
CG9273,0.336217
CG9727,0.460909
CG10262,0.186588
CG13350,0.414769
CG15636,0.416543
CG31156,0.247996
CG13329,0.25651
CG17894,0.369417
CG5069,0.218282
CG33122,0.213592
CG5102,0.188455
CG7055,0.252541
CG6794,0.241063
CG4654,0.350905
CG1616,0.40101
CG1828,0.195738
CG8365,0.121963
CG6376,0.446556
CG18389,0.20048
CG2914,0.306989
CG5583,0.206401
CG2252,0.01
CG3183,0.273314
CG11397,0.31175
CG1119,0.133713
CG2692,0.21232
CG8328,0.035634
CG8333,0.139792
CG6096,0.356008
CG8676,0.237395
CG11783,0.01
CG5748,0.27641
CG5649,0.279612
CG8817,0.177597
CG7538,0.144285
CG13316,0.25791
CG4479,0.382259
CG4478,0.36316
CG9045,0.220583
CG10250,0.388332
CG11988,0.103219
CG1922,0.437731
CG18455,0.307065
CG10667,0.289377
CG7833,0.45562
CG1584,0.238168
CG18412,0.685005
CG3886,0.189413
CG2368,0.314295
CG33336,0.414671
CG7413,0.270495
CG7230,0.05509
CG3827,0.167158
CG4354,0.215228
CG10212,0.321443
CG17958,0.076355
CG6993,0.262633
CG4257,0.338328
CG8573,0.256392
CG3905,0.336823
CG9874,0.346907
CG4216,0.459865
CG11987,0.227251
CG4070,0.323125
CG16778,0.246703
CG33261,0.494119
CG3848,0.294
CG8651,0.28589
CG10037,0.525637
CG7803,0.300908
CG1449,0.274579
CG5942,0.270819
CG2684,0.379812
CG6318,0.074478
CG3696,0.40849
CG8103,0.353371
CG6920,0.082073
CG7471,0.373981
CG17218,0.42806
CG31733,0.259577
CG13240,0.215329
CG5855,0.178203
CG8663,0.343008
CG17510,0.290054
CG11163,0.358911
CG18817,0.202169
CG12844,0.491869
CG11140,0.196346
CG2140,0.01
CG1358,0.276776
CG8058,0.337283
CG1599,0.300628
CG1418,0.527742
CG12210,0.219763
CG12902,0.253155
CG30051,0.476955
CG6329,0.339287
CG30481,0.407284
CG33155,0.474238
CG10200,0.336943
CG30078,0.296639
CG8421,0.239477
CG18106,0.395343
CG9350,0.249597
CG10497,0.107217
CG3082,0.286375
CG30415,0.369065
CG4797,0.075314
CG13585,0.390296
CG4692,0.54063
CG30423,0.369266
CG1086,0.269264
CG17248,0.396163
CG32280,0.417829
CG14959,0.15993
CG12013,0.27134
CG11348,0.516703
CG32245,0.213711
CG7487,0.198014
CG9750,0.154146
CG4548,0.20368
CG5602,0.279766
CG17227,0.330313
CG16963,0.277413
CG7108,0.169851
CG5553,0.229089
CG9148,0.382735
CG10223,0.232285
CG11265,0.163778
CG10123,0.041085
CG3458,0.303909
CG6146,0.268437
CG15104,0.259971
CG1795,0.32703
CG6779,0.37459
CG5247,0.101443
CG33097,0.32837
CG12632,0.343545
CG30011,0.180705
CG32120,0.216313
CG32466,0.156227
CG15552,0.177242
CG11153,0.112792
CG32139,0.356995
CG6525,0.103981
CG2670,0.211612
CG31390,0.132526
CG17603,0.307809
CG32443,0.091773
CG11849,0.199836
CG13651,0.07276
CG14999,0.181863
CG5313,0.309009
CG3260,0.359017
CG13094,0.48339
CG13073,0.200634
CG17888,0.255423
CG3629,0.089469
CG2050,0.176088
CG10537,0.161924
CG32042,0.297377
CG6707,0.03993
CG8009,0.224005
CG32141,0.231973
CG17697,0.214389
CG9628,0.264195
CG6151,0.31139
CG9706,0.174377
CG5492,0.137245
CG32192,0.262219
CG18223,0.292231
CG9614,0.178038
CG6981,0.299237
CG18803,0.139998
CG5059,0.273316
CG5104,0.317932
CG33169,0.340459
CG11100,0.066754
CG32230,0.271127
CG11739,0.10256
CG31523,0.342418
CG10978,0.280909
CG1307,0.220719
CG11760,0.541269
CG8121,0.426162
CG9399,0.156802
CG17734,0.358702
CG4196,0.088156
CG33488,0.466265
CG4241,0.289136
CG31203,0.175536
CG6455,0.077918
CG5382,0.375451
CG5326,0.165033
CG5278,0.450064
CG11790,0.401995
CG7662,0.569794
CG12250,0.202464
CG12066,0.221992
CG1746,0.152068
CG1607,0.302153
CG11155,0.34526
CG3576,0.61823
CG32672,0.286516
CG16944,0.31443
CG32542,0.416136
CG33254,0.293463
CG14199,0.302261
CG14214,0.504149
CG15458,0.306981
CG15449,0.245649
CG11211,0.060156
CG11852,0.344494
CG1359,0.328498
CG15520,0.379394
CG2555,0.417255
CG3302,0.01
CG6772,0.333385
CG8376,0.388008
CG8993,0.362612
CG9009,0.269091
CG9073,0.363911
CG12265,0.077085
CG11648,0.292139
CG9151,0.445752
CG9556,0.278536
CG1101,0.287969
CG7807,0.246945
CG1072,0.394157
CG5268,0.190464
CG9553,0.152442
CG6998,0.264855
CG1725,0.154109
CG5058,0.176786
CG17950,0.413384
CG33183,0.290865
CG4195,0.121913
CG5738,0.208857
CG16784,0.245343
CG8593,0.395534
CG4319,0.20871
CG14560,0.01
CG31005,0.297081
CG30197,0.281614
CG15517,0.202388
CG3204,0.088381
CG5605,0.283698
CG3215,0.466541
CG7596,0.381535
CG9291,0.353336
CG11051,0.327728
CG14995,0.218662
CG16817,0.311851
CG9024,0.218634
CG9016,0.125091
CG11182,0.121325
CG1411,0.289952
CG14025,0.263344
CG32388,0.218819
CG2862,0.201472
CG12530,0.205857
CG2520,0.240863
CG8416,0.190315
CG2859,0.18439
CG10619,0.327117
CG8290,0.277405
CG10197,0.642861
CG1034,0.415708
CG9473,0.164873
CG5163,0.29243
CG11186,0.373625
CG7885,0.247446
CG4143,0.371248
CG5057,0.20769
CG3909,0.377981
CG5603,0.01
CG6854,0.182509
CG17117,0.063039
CG10699,0.277121
CG9648,0.19216
CG8544,0.449707
CG9415,0.310927
CG5499,0.319657
CG5825,0.393198
CG8989,0.472028
CG17921,0.268576
CG11301,0.433239
CG7018,0.409345
CG31778,0.338542
CG13102,0.658998
CG4329,0.292154
CG13430,0.522062
CG18065,0.523748
CG4821,0.26575
CG11271,0.364125
CG32156,0.284374
CG11661,0.588669
CG6664,0.249696
CG18749,0.434882
CG33722,0.525947
CG32464,0.246613
CG5073,0.254745
CG4307,0.199648
CG18431,0.64064
CG4844,0.675507
CG17549,0.250555
CG9008,0.27851
CG4440,0.331482
CG9335,0.319993
CG31675,0.341007
CG30491,0.262068
CG18332,0.354819
CG7758,0.265648
CG11671,0.169599
CG2016,0.348775
CG11668,0.24076
CG6281,0.482315
CG10287,0.162798
CG1330,0.324004
CG9427,0.179015
CG14715,0.340323
CG14375,0.201265
CG5500,0.143347
CG31313,0.099549
CG8050,0.378491
CG7013,0.239817
CG12901,0.022273
CG15220,0.400864
CG11455,0.31248
CG9027,0.216932
CG30052,0.208668
CG15066,0.245422
CG4604,0.448315
CG18279,0.444342
CG33470,0.297442
CG8401,0.22978
CG13532,0.346958
CG9849,0.131327
CG32833,0.203875
CG32356,0.218651
CG4363,0.251888
CG6611,0.318882
CG18777,0.476654
CG13432,0.306885
CG30392,0.244798
CG9847,0.17282
CG9134,0.208575
CG9812,0.257527
CG5597,0.200981
CG13565,0.374534
CG3541,0.229471
CG3663,0.225612
CG1221,0.29087
CG12023,0.291221
CG10733,0.508623
CG10075,0.261954
CG7608,0.266483
CG1315,0.740552
CG31286,0.492174
CG6736,0.267892
CG14162,0.360362
CG11905,0.191207
CG32219,0.298157
CG9449,0.35531
CG3734,0.322207
CG33107,0.193418
CG4000,0.485088
CG10157,0.463453
CG5864,0.357897
CG6164,0.285748
CG17780,0.328807
CG5768,0.295378
CG8342,0.404085
CG14521,0.376839
CG7929,0.183888
CG18404,0.330503
CG2216,0.41718
CG31997,0.323113
CG11027,0.453219
CG1637,0.334324
CG17052,0.269456
CG17058,0.34341
CG1696,0.111033
CG4087,0.375834
CG11266,0.183982
CG6044,0.333766
CG4204,0.20923
CG14283,0.476962
CG33790,0.33276
CG1220,0.468957
CG7710,0.297182
CG8960,0.152651
CG12483,0.01
CG32284,0.194484
CG17280,0.232557
CG10812,0.359747
CG18779,0.492246
CG10534,0.435534
CG10530,0.669517
CG13061,0.298763
CG6440,0.425808
CG10433,0.27859
CG5791,0.337368
CG17290,0.444198
CG32252,0.29689
CG1332,0.414288
CG17298,0.283318
CG32726,0.167509
CG16704,0.396061
CG30448,0.197913
CG31931,0.349633
CG5644,0.279418
CG9695,0.334123
CG16869,0.281834
CG30493,0.229331
CG30059,0.460907
CG33466,0.510391
CG8194,0.256021
CG12011,0.222714
CG1468,0.30799
CG9565,0.148619
CG7104,0.279017
CG14332,0.306992
CG10357,0.281392
CG3775,0.151881
CG13900,0.164528
CG6219,0.139711
CG14343,0.128207
CG17242,0.194477
CG2958,0.325089
CG12582,0.274157
CG14625,0.463675
CG31823,0.279438
CG4495,0.313303
CG31650,0.159435
CG7277,0.161333
CG11395,0.250625
CG17905,0.224225
CG13283,0.22713
CG11331,0.271102
CG6717,0.220569
CG31764,0.104505
CG5705,0.473709
CG5809,0.113259
CG10194,0.124633
CG31680,0.297937
CG1859,0.29196
CG30359,0.201957
CG14748,0.186802
CG15616,0.229575
CG6805,0.101709
CG12389,0.409434
CG6206,0.298393
CG7173,0.480116
CG7900,0.292923
CG11672,0.29285
CG6217,0.092015
CG8458,0.175109
CG1075,0.274114
CG5810,0.246237
CG31219,0.141878
CG4362,0.175233
CG18550,0.283105
CG8358,0.144278
CG17045,0.262791
CG17404,0.438364
CG10405,0.14799
CG31217,0.252806
CG8953,0.238274
CG10371,0.324244
CG13000,0.25242
CG11154,0.12489
CG14500,0.307815
CG5186,0.194073
CG12934,0.146317
CG18368,0.183566
CG10145,0.258194
CG30088,0.24835
CG8612,0.333845
CG7047,0.388487
CG32063,0.219918
CG30414,0.162264
CG3344,0.27471
CG10472,0.186387
CG12520,0.095593
CG11226,0.153862
CG5235,0.296868
CG13057,0.217769
CG4306,0.216542
CG9283,0.351526
CG14309,0.160198
CG17843,0.463671
CG13850,0.323122
CG4408,0.375406
CG6277,0.496756
CG6460,0.442458
CG9522,0.230349
CG4815,0.083522
CG11382,0.31926
CG3309,0.21565
CG11590,0.285643
CG12118,0.279162
CG9691,0.213604
CG2985,0.437388
CG12995,0.316542
CG6223,0.449414
CG6568,0.372741
CG4889,0.071835
CG6448,0.165541
CG33139,0.350369
CG30145,0.319695
CG12945,0.179958
CG14331,0.237307
CG8971,0.18061
CG10036,0.1608
CG9280,0.22502
CG17914,0.338181
CG30062,0.242671
CG6533,0.302324
CG13912,0.399463
CG7484,0.283384
CG13653,0.275337
CG9997,0.366275
CG32498,0.84948
CG15664,0.326512
CG4269,0.260834
CG1732,0.052666
CG10318,0.302939
CG10692,0.2511
CG4853,0.15298
CG3644,0.21766
CG2808,0.325268
CG1429,0.293489
CG12952,0.275326
CG4217,0.27717
CG1716,0.091261
CG1871,0.312034
CG4427,0.510011
CG12287,0.303997
CG15812,0.247847
CG8068,0.218414
CG10388,0.374146
CG7948,0.135408
CG4879,0.373883
CG8591,0.130978
CG2682,0.280969
CG31137,0.285411
CG11374,0.089266
CG31976,0.116425
CG11911,0.10915
CG4260,0.148212
CG2794,0.342775
CG12506,0.340435
CG11297,0.147
CG4577,0.050378
CG5080,0.200545
CG33128,0.474759
CG31661,0.145814
CG18132,0.233935
CG17642,0.388714
CG17648,0.257929
CG15358,0.268109
CG7291,0.143488
CG31686,0.082807
CG17240,0.287511
CG17234,0.203666
CG17012,0.303296
CG4271,0.440004
CG9867,0.217408
CG16987,0.272309
CG2973,0.111158
CG18557,0.132357
CG17224,0.340844
CG31698,0.17969
CG2772,0.258811
CG3246,0.204418
CG15414,0.136141
CG31954,0.274711
CG17593,0.253475
CG3212,0.352285
CG8853,0.293879
CG3410,0.213444
CG31962,0.234782
CG3355,0.316481
CG12205,0.313199
CG15630,0.197293
CG9287,0.293614
CG9463,0.346692
CG9466,0.534878
CG9468,0.492636
CG9525,0.300051
CG17011,0.209647
CG3759,0.33243
CG15254,0.111225
CG15253,0.212655
CG11865,0.259675
CG7631,0.201857
CG7653,0.174112
CG5821,0.224225
CG9965,0.180571
CG1271,0.160806
CG9364,0.200647
CG30166,0.232128
CG32479,0.296264
CG1017,0.269522
CG1135,0.300669
CG11347,0.269099
CG32423,0.557412
CG7386,0.180397
CG10542,0.340656
CG6619,0.235851
CG10984,0.01
CG1106,0.250845
CG7323,0.242926
CG5897,0.135727
CG10725,0.207225
CG8757,0.194028
CG32137,0.211388
CG5921,0.333747
CG4320,0.15266
CG5295,0.219689
